satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_at_company,work_accident,left,promotion_last_5years,department,test,salary
0.57,0.51,2,152,2,0,0,0,accounting,0.006710526,medium
0.84,0.58,4,208,3,0,0,0,accounting,0.011153846,medium
0.6,0.95,5,205,3,0,0,0,accounting,0.023170732,medium
0.73,0.44,2,194,6,0,0,0,hr,0.004536082,medium
0.2,0.58,3,209,5,0,0,0,hr,0.008325359,medium
0.58,0.9,3,212,3,0,0,0,hr,0.012735849,medium
0.48,0.56,2,151,3,0,0,0,hr,0.007417219,medium
0.54,0.67,4,282,6,0,0,0,technical,0.009503546,medium
0.86,1,4,256,3,0,0,0,technical,0.015625,medium
0.94,0.83,2,185,3,1,0,0,technical,0.008972973,medium
0.76,0.74,5,132,3,0,0,0,technical,0.028030303,medium
0.61,0.95,5,233,3,0,0,0,technical,0.020386266,medium
0.15,0.53,6,222,3,0,0,0,technical,0.014324324,medium
0.19,0.58,5,182,2,0,0,0,technical,0.015934066,medium
0.17,0.73,5,258,4,0,0,0,technical,0.014147287,medium
0.71,0.57,3,209,2,0,0,0,technical,0.008181818,medium
0.74,0.58,4,148,2,0,0,0,product_mng,0.015675676,medium
0.52,0.83,4,210,2,0,0,0,product_mng,0.015809524,medium
0.56,0.76,3,213,2,1,0,0,product_mng,0.010704225,medium
0.76,0.68,4,189,2,1,0,0,IT,0.014391534,medium
0.82,0.93,4,185,2,0,0,0,RandD,0.020108108,medium
0.76,0.83,3,186,2,1,0,0,RandD,0.013387097,medium
0.62,0.59,3,128,3,0,0,0,RandD,0.013828125,medium
0.48,0.8,4,268,3,0,0,0,RandD,0.011940299,medium
0.64,0.77,3,213,3,1,0,0,RandD,0.01084507,medium
0.74,0.82,4,142,2,0,0,0,marketing,0.023098592,medium
0.52,0.43,2,199,2,0,0,0,sales,0.004321608,medium
0.67,0.5,4,157,2,0,0,0,accounting,0.012738854,medium
0.33,0.58,2,183,2,0,0,0,management,0.006338798,medium
0.91,0.56,4,270,2,0,0,0,marketing,0.008296296,medium
0.88,0.68,5,157,4,1,0,0,marketing,0.021656051,medium
0.96,0.6,4,185,3,0,0,0,marketing,0.012972973,medium
0.75,0.7,3,129,3,0,0,0,accounting,0.01627907,medium
0.92,0.84,4,208,2,0,0,0,hr,0.016153846,medium
0.8,0.94,4,136,2,0,0,0,hr,0.027647059,medium
0.57,0.81,3,142,2,0,0,0,hr,0.017112676,medium
0.81,0.94,3,225,4,0,0,0,hr,0.012533333,medium
0.64,0.6,3,143,3,0,0,0,technical,0.012587413,medium
0.71,0.54,4,215,3,0,0,0,technical,0.010046512,medium
0.35,0.58,3,229,6,1,0,0,technical,0.007598253,medium
0.88,0.81,5,193,5,0,0,0,technical,0.020984456,medium
0.13,0.59,5,160,5,0,0,0,technical,0.0184375,medium
0.82,0.73,4,195,5,1,0,0,technical,0.014974359,medium
0.17,0.92,4,189,2,0,0,0,technical,0.019470899,medium
0.2,0.72,6,224,4,0,0,0,technical,0.019285714,medium
0.99,0.81,5,180,3,1,0,0,technical,0.0225,medium
0.26,0.85,6,152,4,0,0,0,support,0.033552632,medium
0.22,0.53,4,244,2,0,0,0,support,0.008688525,medium
0.7,0.69,3,102,4,1,0,0,product_mng,0.020294118,medium
0.16,0.98,5,284,5,0,0,0,IT,0.017253521,medium
0.51,0.69,3,145,2,1,0,0,RandD,0.014275862,medium
0.6,0.89,3,167,4,0,0,0,RandD,0.015988024,medium
0.5,0.63,3,172,2,0,0,0,RandD,0.010988372,medium
0.43,0.39,5,198,5,0,0,0,RandD,0.009848485,medium
0.5,0.7,4,201,4,0,0,0,RandD,0.013930348,medium
0.91,0.89,4,197,4,0,0,0,marketing,0.018071066,medium
0.65,0.93,4,270,2,0,0,0,sales,0.013777778,medium
0.59,0.52,2,149,3,0,0,0,accounting,0.006979866,medium
0.89,0.56,3,256,3,0,0,0,support,0.0065625,medium
0.97,0.6,3,162,3,0,0,0,technical,0.011111111,medium
0.28,0.55,4,208,4,0,0,0,marketing,0.010576923,medium
0.75,0.51,4,138,4,0,0,0,marketing,0.014782609,medium
0.78,0.81,4,232,3,0,0,0,sales,0.013965517,medium
0.26,0.63,6,100,4,0,0,0,sales,0.0378,medium
0.72,0.56,4,176,2,0,0,0,hr,0.012727273,medium
0.53,0.75,6,192,6,0,0,0,hr,0.0234375,medium
0.67,0.85,3,160,4,0,0,0,hr,0.0159375,medium
0.78,0.8,4,194,2,1,0,0,technical,0.016494845,medium
0.53,0.75,4,239,2,1,0,0,technical,0.012552301,medium
0.9,0.48,4,204,3,0,0,0,technical,0.009411765,medium
0.16,0.9,5,258,3,0,0,0,technical,0.01744186,medium
0.62,0.38,3,257,3,0,0,0,technical,0.004435798,medium
0.62,0.98,4,137,3,0,0,0,technical,0.028613139,medium
0.22,0.52,6,175,4,0,0,0,technical,0.017828571,medium
0.91,0.82,3,183,3,0,0,0,technical,0.013442623,medium
0.87,0.74,4,190,4,0,0,0,technical,0.015578947,medium
0.99,0.57,3,176,4,1,0,0,support,0.009715909,medium
0.77,0.99,4,153,3,1,0,0,support,0.025882353,medium
0.75,0.68,3,150,2,1,0,0,support,0.0136,medium
0.83,0.54,4,259,5,0,0,0,support,0.008339768,medium
0.84,0.79,4,259,3,0,0,0,RandD,0.012200772,medium
0.67,0.54,2,136,2,0,0,0,RandD,0.007941176,medium
0.71,0.5,4,253,3,0,0,0,RandD,0.007905138,medium
0.56,0.64,3,260,3,0,0,0,RandD,0.007384615,medium
0.29,0.56,5,231,6,0,0,0,RandD,0.012121212,medium
0.47,0.9,3,101,2,1,0,0,marketing,0.026732673,medium
0.4,0.69,2,174,3,0,0,0,sales,0.007931034,medium
0.81,0.82,4,167,2,0,0,0,accounting,0.019640719,medium
0.96,0.99,3,148,3,0,0,0,support,0.020067568,medium
0.99,0.75,6,139,5,1,0,0,technical,0.032374101,medium
0.75,0.77,4,136,3,0,0,0,management,0.022647059,medium
0.75,0.74,4,153,2,0,0,0,marketing,0.019346405,medium
0.98,0.74,3,164,3,0,0,0,sales,0.013536585,medium
0.6,0.64,2,137,5,0,0,0,sales,0.009343066,medium
0.38,0.44,3,137,3,0,0,0,sales,0.009635036,medium
0.51,0.41,6,106,5,0,0,0,sales,0.023207547,medium
0.77,0.93,4,171,2,0,0,0,hr,0.021754386,medium
0.86,0.7,5,160,3,0,0,0,technical,0.021875,medium
0.89,0.84,2,252,3,0,0,0,technical,0.006666667,medium
0.58,0.55,5,206,3,0,0,0,technical,0.013349515,medium
0.56,0.66,3,212,2,0,0,0,technical,0.009339623,medium
0.38,0.64,3,111,3,0,0,0,technical,0.017297297,medium
0.62,0.64,3,240,2,0,0,0,technical,0.008,medium
0.66,0.77,2,171,2,0,0,0,technical,0.009005848,medium
0.3,0.44,3,129,2,0,0,0,technical,0.010232558,medium
0.82,0.83,3,271,2,0,0,0,technical,0.009188192,medium
0.96,0.68,4,162,2,0,0,0,technical,0.016790123,medium
0.66,0.95,3,191,3,0,0,0,technical,0.014921466,medium
0.59,0.65,3,226,3,0,0,0,support,0.008628319,medium
0.57,0.48,4,161,3,0,0,0,support,0.011925466,medium
0.64,0.53,4,163,3,0,0,0,support,0.013006135,medium
0.14,0.51,5,173,4,0,0,0,support,0.014739884,medium
0.48,0.61,2,121,2,0,0,0,RandD,0.010082645,medium
0.95,0.64,5,234,3,0,0,0,RandD,0.013675214,medium
0.92,0.77,4,185,3,0,0,0,RandD,0.016648649,medium
0.84,0.54,4,160,3,0,0,0,marketing,0.0135,medium
0.37,0.63,4,153,3,1,0,0,sales,0.016470588,medium
0.22,0.74,3,199,6,0,0,0,accounting,0.011155779,medium
0.64,0.54,3,166,2,0,0,0,support,0.009759036,medium
0.72,0.88,2,247,3,0,0,0,technical,0.007125506,medium
0.48,0.69,4,245,3,0,0,0,management,0.011265306,medium
0.12,0.55,5,242,4,0,0,0,marketing,0.011363636,medium
0.78,0.98,5,158,2,0,0,0,marketing,0.031012658,medium
0.71,0.74,3,163,3,1,0,0,marketing,0.013619632,medium
0.72,0.51,3,160,3,0,0,0,sales,0.0095625,medium
0.6,0.57,2,184,3,0,0,0,sales,0.006195652,medium
0.61,0.55,5,266,2,0,0,0,sales,0.010338346,medium
0.67,0.64,4,190,2,0,0,0,sales,0.013473684,medium
0.97,0.4,4,258,4,1,0,0,technical,0.00620155,medium
0.6,0.85,3,209,2,1,0,0,technical,0.012200957,medium
0.93,0.84,5,135,3,0,0,0,technical,0.031111111,medium
0.48,0.69,4,222,2,0,0,0,technical,0.012432432,medium
0.16,0.76,5,192,3,0,0,0,technical,0.019791667,medium
0.18,0.75,3,250,3,0,0,0,technical,0.009,medium
0.84,0.75,3,187,3,1,0,0,technical,0.012032086,medium
0.69,0.63,4,217,3,0,0,0,technical,0.011612903,medium
0.22,0.88,4,213,3,1,0,0,technical,0.016525822,medium
0.83,0.52,4,273,3,0,0,0,technical,0.007619048,medium
0.58,0.5,2,132,3,0,0,0,support,0.007575758,medium
0.61,0.62,4,140,3,1,0,0,support,0.017714286,medium
0.74,0.74,3,156,3,0,0,0,support,0.014230769,medium
0.92,0.97,4,238,5,1,0,0,support,0.016302521,medium
0.81,0.68,5,230,2,0,0,0,support,0.014782609,medium
0.48,0.49,4,242,2,1,0,0,support,0.008099174,medium
0.66,0.58,3,205,3,0,0,0,RandD,0.008487805,medium
0.8,0.75,3,181,3,0,0,0,marketing,0.012430939,medium
0.22,0.55,4,261,3,1,0,0,sales,0.008429119,medium
0.92,0.69,3,192,3,0,0,0,accounting,0.01078125,medium
0.54,0.77,4,271,3,0,0,0,support,0.011365314,medium
0.91,0.56,4,158,3,0,0,0,technical,0.014177215,medium
0.77,0.83,4,231,2,0,0,0,management,0.014372294,medium
0.61,0.51,3,156,3,1,0,0,marketing,0.009807692,medium
0.48,0.9,4,201,4,0,0,0,marketing,0.017910448,medium
0.25,0.69,3,187,4,0,0,0,marketing,0.011069519,medium
0.91,0.7,3,132,4,0,0,0,sales,0.015909091,medium
0.72,0.58,5,147,3,1,0,0,sales,0.019727891,medium
0.51,0.49,4,234,2,0,0,0,sales,0.008376068,medium
0.72,0.79,3,149,3,0,0,0,sales,0.01590604,medium
0.47,0.57,3,162,3,1,0,0,sales,0.010555556,medium
0.53,0.67,4,238,2,0,0,0,sales,0.011260504,medium
0.48,0.84,4,228,3,0,0,0,technical,0.014736842,medium
0.96,0.88,4,165,2,0,0,0,technical,0.021333333,medium
0.56,0.9,3,235,2,0,0,0,technical,0.011489362,medium
0.63,0.96,4,167,2,0,0,0,technical,0.022994012,medium
0.21,0.5,5,255,5,0,0,0,technical,0.009803922,medium
0.94,0.78,3,184,3,1,0,0,technical,0.012717391,medium
0.94,0.89,4,239,3,0,0,0,technical,0.014895397,medium
0.96,0.54,3,153,2,0,0,0,technical,0.010588235,medium
0.49,0.5,4,187,5,1,0,0,support,0.010695187,medium
0.82,0.68,2,285,2,0,0,0,support,0.00477193,medium
0.6,0.5,3,274,3,0,0,0,support,0.005474453,medium
0.76,0.5,3,156,3,1,0,0,support,0.009615385,medium
0.62,0.66,4,143,3,0,0,0,support,0.018461538,medium
0.4,0.99,4,214,6,1,0,0,support,0.018504673,medium
0.94,0.91,3,163,3,0,0,0,support,0.016748466,medium
0.76,0.84,4,236,4,0,0,0,support,0.014237288,medium
0.55,0.63,5,184,4,0,0,0,marketing,0.017119565,medium
0.63,0.98,4,175,2,0,0,0,sales,0.0224,medium
0.51,0.92,3,224,3,0,0,0,accounting,0.012321429,medium
0.81,0.76,4,177,3,0,0,0,support,0.017175141,medium
0.8,0.96,4,268,3,0,0,0,technical,0.014328358,medium
0.99,0.97,4,208,3,0,0,0,management,0.018653846,medium
0.9,0.87,5,219,2,0,0,0,marketing,0.019863014,medium
0.65,0.67,5,128,5,0,0,0,marketing,0.026171875,medium
0.75,0.75,3,273,3,0,0,0,marketing,0.008241758,medium
0.62,0.49,4,218,4,0,0,0,sales,0.008990826,medium
0.61,0.63,5,230,3,0,0,0,sales,0.013695652,medium
0.24,0.6,4,195,5,0,0,0,sales,0.012307692,medium
0.44,0.66,3,162,2,0,0,0,sales,0.012222222,medium
0.75,0.87,4,193,3,0,0,0,sales,0.018031088,medium
0.74,0.84,3,239,4,0,0,0,sales,0.010543933,medium
0.62,0.87,5,149,3,0,0,0,sales,0.029194631,medium
0.63,0.91,4,246,3,0,0,0,technical,0.014796748,medium
0.61,0.55,5,260,3,0,0,0,technical,0.010576923,medium
0.53,0.73,4,248,2,0,0,0,technical,0.011774194,medium
0.87,0.75,3,132,3,0,0,0,technical,0.017045455,medium
0.68,0.7,4,185,4,0,0,0,technical,0.015135135,medium
0.78,0.84,3,269,2,0,0,0,technical,0.00936803,medium
0.49,0.95,4,156,2,0,0,0,technical,0.024358974,medium
0.96,0.81,3,212,3,0,0,0,support,0.011462264,medium
0.83,0.74,3,221,2,0,0,0,support,0.010045249,medium
0.48,0.67,5,273,3,0,0,0,support,0.012271062,medium
0.63,0.86,4,271,3,1,0,0,support,0.012693727,medium
0.87,0.38,4,183,5,0,0,0,support,0.008306011,medium
0.8,0.96,3,257,5,0,0,0,support,0.011206226,medium
0.78,0.82,4,143,3,0,0,0,support,0.022937063,medium
0.67,0.65,5,156,2,0,0,0,support,0.020833333,medium
0.67,0.71,3,190,3,1,0,0,support,0.011210526,medium
0.9,1,4,207,3,0,0,0,sales,0.019323671,medium
0.76,0.64,3,189,3,0,0,0,accounting,0.01015873,medium
0.56,0.92,4,172,2,0,0,0,support,0.021395349,medium
0.5,0.93,6,150,3,1,0,0,technical,0.0372,medium
0.48,0.89,5,179,3,0,0,0,management,0.024860335,medium
0.99,0.97,3,257,2,0,0,0,marketing,0.011322957,medium
0.76,0.8,5,229,2,0,0,0,marketing,0.017467249,medium
0.93,0.97,4,227,3,0,0,0,marketing,0.017092511,medium
0.99,0.78,4,140,3,0,0,0,sales,0.022285714,medium
0.85,0.78,4,251,3,0,0,0,sales,0.012430279,medium
0.63,0.95,4,137,3,0,0,0,sales,0.027737226,medium
0.63,0.78,3,153,3,1,0,0,sales,0.015294118,medium
0.63,0.99,3,247,3,0,0,0,sales,0.012024291,medium
0.78,0.5,4,212,2,0,0,0,sales,0.009433962,medium
0.98,0.53,3,234,3,0,0,0,sales,0.006794872,medium
0.14,1,5,174,5,0,0,0,sales,0.028735632,medium
0.44,0.42,4,159,4,0,0,0,technical,0.010566038,medium
0.64,0.93,4,233,2,1,0,0,technical,0.015965665,medium
0.81,0.63,4,108,6,0,0,0,technical,0.023333333,medium
0.5,0.49,3,214,3,0,0,0,technical,0.006869159,medium
0.69,0.61,5,229,3,0,0,0,technical,0.013318777,medium
0.77,0.75,4,223,3,0,0,0,technical,0.013452915,medium
0.69,0.56,4,178,3,0,0,0,support,0.01258427,medium
0.87,0.68,4,246,2,0,0,0,support,0.011056911,medium
0.85,0.91,4,145,3,0,0,0,support,0.025103448,medium
0.83,0.83,4,224,4,0,0,0,support,0.014821429,medium
0.68,0.51,3,259,3,0,0,0,support,0.005907336,medium
0.78,0.65,4,207,2,0,0,0,support,0.012560386,medium
0.54,0.75,3,240,3,0,0,0,support,0.009375,medium
0.76,0.56,3,255,3,0,0,0,support,0.006588235,medium
0.4,0.72,3,139,2,0,0,0,support,0.015539568,medium
0.73,0.81,3,168,2,0,0,0,technical,0.014464286,medium
0.68,0.7,5,168,2,0,0,0,accounting,0.020833333,medium
0.57,0.87,4,171,2,0,0,0,support,0.020350877,medium
0.87,0.9,4,214,3,0,0,0,technical,0.01682243,medium
0.5,0.91,5,224,2,1,0,0,management,0.0203125,medium
0.76,0.59,3,191,4,0,0,0,marketing,0.009267016,medium
0.79,0.61,5,96,4,0,0,0,marketing,0.031770833,medium
0.17,0.9,6,217,6,1,0,0,marketing,0.024884793,medium
0.6,0.62,4,135,2,1,0,0,sales,0.01837037,medium
0.89,0.67,3,226,3,0,0,0,sales,0.008893805,medium
0.69,0.87,3,202,2,0,0,0,sales,0.012920792,medium
0.68,0.85,2,180,6,0,0,0,sales,0.009444444,medium
0.61,0.87,5,174,4,0,0,0,sales,0.025,medium
0.49,0.74,2,263,3,1,0,0,sales,0.005627376,medium
0.83,0.55,5,261,5,0,0,0,sales,0.010536398,medium
0.59,0.71,2,176,2,1,0,0,sales,0.008068182,medium
0.75,0.93,2,98,5,0,0,0,sales,0.018979592,medium
0.92,0.84,5,264,3,0,0,0,technical,0.015909091,medium
0.83,0.7,5,154,3,0,0,0,technical,0.022727273,medium
0.64,0.55,4,167,3,1,0,0,technical,0.013173653,medium
0.93,0.97,4,158,3,1,0,0,technical,0.024556962,medium
0.6,0.87,4,227,3,1,0,0,technical,0.015330396,medium
0.74,0.69,3,230,2,0,0,0,support,0.009,medium
0.56,0.75,5,143,5,0,0,0,support,0.026223776,medium
0.61,0.77,4,142,3,0,0,0,support,0.021690141,medium
0.63,0.62,4,184,4,0,0,0,support,0.013478261,medium
0.24,0.62,5,169,4,0,0,0,support,0.018343195,medium
0.17,0.56,5,218,4,1,0,0,support,0.012844037,medium
0.46,0.64,2,121,3,0,0,0,support,0.010578512,medium
0.16,0.71,6,227,5,0,0,0,support,0.01876652,medium
0.15,0.56,6,140,5,0,0,0,support,0.024,medium
0.55,0.49,3,152,2,0,0,0,technical,0.009671053,medium
0.72,0.66,4,202,4,0,0,0,technical,0.013069307,medium
0.78,0.87,3,191,3,1,0,0,support,0.013664921,medium
0.82,0.55,3,217,4,1,0,0,technical,0.007603687,medium
0.54,0.96,3,201,3,0,0,0,management,0.014328358,medium
0.53,0.81,3,253,3,0,0,0,marketing,0.009604743,medium
0.47,0.55,4,122,5,1,0,0,marketing,0.018032787,medium
0.87,0.5,3,269,3,0,0,0,marketing,0.005576208,medium
0.5,0.68,4,161,3,0,0,0,sales,0.01689441,medium
0.59,0.83,3,156,2,0,0,0,sales,0.015961538,medium
0.89,0.69,3,173,3,0,0,0,sales,0.011965318,medium
0.54,0.49,4,152,3,1,0,0,sales,0.012894737,medium
0.62,0.85,3,145,3,0,0,0,sales,0.017586207,medium
0.91,0.85,3,248,3,0,0,0,sales,0.010282258,medium
0.76,0.63,3,162,2,0,0,0,sales,0.011666667,medium
0.8,0.54,4,269,3,0,0,0,sales,0.00802974,medium
0.4,0.47,5,108,3,0,0,0,sales,0.021759259,medium
0.8,0.99,3,248,3,1,0,0,sales,0.011975806,medium
0.59,0.47,3,143,2,0,0,0,technical,0.00986014,medium
0.14,0.9,4,198,4,0,0,0,technical,0.018181818,medium
0.96,0.92,4,148,3,0,0,0,technical,0.024864865,medium
0.96,0.42,6,101,4,0,0,0,technical,0.024950495,medium
0.13,0.89,4,249,6,1,0,0,support,0.014297189,medium
0.64,0.61,5,249,3,1,0,0,support,0.012248996,medium
0.64,0.67,5,198,2,1,0,0,support,0.016919192,medium
0.57,0.72,3,202,3,1,0,0,support,0.010693069,medium
0.49,1,3,176,3,0,0,0,support,0.017045455,medium
0.89,0.79,4,133,2,0,0,0,support,0.023759398,medium
0.94,0.75,5,238,2,0,0,0,support,0.015756303,medium
0.51,0.58,2,181,4,0,0,0,support,0.00640884,medium
0.66,0.85,4,237,3,1,0,0,support,0.014345992,medium
0.66,0.99,5,244,3,0,0,0,technical,0.020286885,medium
0.59,0.62,3,178,4,0,0,0,technical,0.010449438,medium
0.91,0.57,3,164,3,0,0,0,technical,0.010426829,medium
0.63,0.67,5,263,3,0,0,0,technical,0.012737643,medium
0.84,0.92,4,274,3,0,0,0,management,0.013430657,medium
0.49,0.96,3,140,3,0,0,0,marketing,0.020571429,medium
0.54,0.78,4,176,2,0,0,0,marketing,0.017727273,medium
0.52,0.78,4,206,2,0,0,0,marketing,0.015145631,medium
0.66,0.63,6,223,6,0,0,0,sales,0.016950673,medium
0.73,0.41,2,231,6,1,0,0,sales,0.003549784,medium
0.54,0.64,3,250,3,0,0,0,sales,0.00768,medium
0.72,0.68,5,266,4,0,0,0,sales,0.012781955,medium
0.75,0.64,4,247,3,1,0,0,sales,0.010364372,medium
0.77,0.57,3,189,2,0,0,0,sales,0.009047619,medium
0.42,0.94,5,227,5,0,0,0,sales,0.020704846,medium
0.5,0.95,5,137,3,0,0,0,sales,0.034671533,medium
0.92,0.62,4,265,3,1,0,0,sales,0.009358491,medium
0.73,0.66,3,135,2,0,0,0,sales,0.014666667,medium
0.74,0.38,2,126,3,0,0,0,sales,0.006031746,medium
0.59,0.75,2,156,3,0,0,0,technical,0.009615385,medium
0.99,0.56,3,193,3,1,0,0,technical,0.008704663,medium
0.75,0.79,4,145,3,0,0,0,technical,0.021793103,medium
0.77,0.49,4,217,2,0,0,0,support,0.009032258,medium
0.85,0.64,4,162,3,0,0,0,support,0.015802469,medium
0.77,0.93,5,182,4,0,0,0,support,0.025549451,medium
0.54,0.95,3,221,3,0,0,0,support,0.012895928,medium
0.69,0.82,4,208,2,0,0,0,support,0.015769231,medium
0.66,0.65,5,161,3,0,0,0,support,0.020186335,medium
0.51,0.65,4,269,3,0,0,0,support,0.009665428,medium
0.74,0.59,4,155,3,0,0,0,support,0.015225806,medium
0.55,0.72,3,110,3,0,0,0,support,0.019636364,medium
0.92,0.94,5,248,3,0,0,0,technical,0.018951613,medium
0.57,0.6,3,202,3,0,0,0,technical,0.008910891,medium
0.75,0.78,2,251,6,0,0,0,technical,0.006215139,medium
0.68,0.84,3,239,2,0,0,0,management,0.010543933,medium
0.32,0.8,3,263,3,0,0,0,marketing,0.009125475,medium
0.73,0.75,3,259,4,0,0,0,marketing,0.008687259,medium
0.77,0.61,4,223,3,0,0,0,marketing,0.010941704,medium
0.59,0.81,6,123,5,0,0,0,sales,0.039512195,medium
0.19,0.51,5,226,3,0,0,0,sales,0.011283186,medium
0.78,0.95,3,270,2,0,0,0,sales,0.010555556,medium
0.84,0.74,3,139,3,0,0,0,sales,0.015971223,medium
0.65,0.77,5,241,2,0,0,0,sales,0.015975104,medium
0.38,0.43,2,160,6,0,0,0,sales,0.005375,medium
0.12,0.47,3,258,5,0,0,0,sales,0.005465116,medium
0.74,0.81,5,106,5,0,0,0,sales,0.038207547,medium
0.67,0.82,4,171,2,0,0,0,sales,0.019181287,medium
0.79,0.89,4,240,3,0,0,0,sales,0.014833333,medium
0.72,0.51,4,164,3,0,0,0,sales,0.012439024,medium
0.83,0.57,4,232,3,0,0,0,sales,0.009827586,medium
0.69,0.55,5,242,2,0,0,0,sales,0.011363636,medium
0.51,0.79,5,267,3,0,0,0,technical,0.014794007,medium
0.8,0.58,4,172,3,0,0,0,support,0.013488372,medium
0.83,0.93,4,261,2,0,0,0,support,0.014252874,medium
0.15,0.86,3,204,4,0,0,0,support,0.012647059,medium
0.5,0.73,4,237,2,0,0,0,support,0.012320675,medium
0.8,0.55,2,212,3,0,0,0,support,0.005188679,medium
0.96,0.62,4,217,2,0,0,0,support,0.011428571,medium
0.67,0.7,5,159,3,1,0,0,support,0.022012579,medium
0.98,0.96,5,139,3,0,0,0,support,0.034532374,medium
0.88,0.59,5,230,3,0,0,0,support,0.012826087,medium
0.85,0.79,3,157,4,0,0,0,support,0.015095541,medium
0.75,0.7,5,269,3,0,0,0,support,0.013011152,medium
0.63,0.89,4,246,3,0,0,0,technical,0.014471545,medium
0.78,0.51,4,278,3,0,0,0,management,0.007338129,medium
0.99,0.84,5,138,2,0,0,0,IT,0.030434783,medium
0.72,0.87,3,238,3,0,0,0,IT,0.010966387,medium
0.72,0.63,4,241,4,1,0,0,marketing,0.010456432,medium
0.51,0.75,4,154,3,0,0,0,marketing,0.019480519,medium
0.54,0.58,4,206,3,0,0,0,sales,0.011262136,medium
0.99,0.76,4,204,2,0,0,0,sales,0.014901961,medium
0.44,0.9,4,117,3,0,0,0,sales,0.030769231,medium
0.74,0.48,5,144,3,0,0,0,sales,0.016666667,medium
0.9,0.77,3,156,3,0,0,0,sales,0.014807692,medium
0.86,0.58,4,211,4,0,0,0,sales,0.010995261,medium
0.66,0.52,3,149,4,1,0,0,sales,0.010469799,medium
0.64,0.96,4,152,5,0,0,0,sales,0.025263158,medium
0.5,0.59,4,192,2,0,0,0,sales,0.012291667,medium
0.88,0.68,4,274,4,0,0,0,sales,0.009927007,medium
0.83,0.77,3,228,3,0,0,0,sales,0.010131579,medium
0.24,0.52,4,228,5,0,0,0,sales,0.009122807,medium
0.66,0.75,5,227,3,1,0,0,sales,0.016519824,medium
0.43,0.63,3,156,3,0,0,0,sales,0.012115385,medium
0.41,0.96,6,171,5,1,0,0,support,0.033684211,medium
0.52,0.64,5,258,2,0,0,0,support,0.012403101,medium
0.74,0.86,3,221,2,0,0,0,support,0.011674208,medium
0.33,0.96,5,97,3,0,0,0,support,0.049484536,medium
0.8,0.69,3,164,3,0,0,0,support,0.012621951,medium
0.82,0.89,4,237,3,0,0,0,support,0.015021097,medium
0.59,0.65,5,161,2,0,0,0,support,0.020186335,medium
0.98,0.8,4,134,2,1,0,0,support,0.023880597,medium
0.93,0.94,4,188,3,0,0,0,support,0.02,medium
0.49,0.95,4,181,3,0,0,0,support,0.020994475,medium
0.6,0.94,4,160,2,0,0,0,support,0.0235,medium
0.34,0.82,6,197,5,1,0,0,technical,0.024974619,medium
0.12,0.78,6,260,5,0,0,0,management,0.018,medium
0.16,0.87,3,99,5,1,0,0,IT,0.026363636,medium
0.57,0.61,3,243,3,0,0,0,IT,0.007530864,medium
0.72,0.8,5,244,3,0,0,0,IT,0.016393443,medium
0.72,0.53,5,240,2,0,0,0,sales,0.011041667,medium
0.95,0.66,4,168,2,0,0,0,sales,0.015714286,medium
0.73,0.55,4,171,4,0,0,0,sales,0.012865497,medium
0.93,0.7,3,159,2,0,0,0,sales,0.013207547,medium
0.89,0.61,3,175,4,0,0,0,sales,0.010457143,medium
0.7,0.97,4,244,3,0,0,0,sales,0.015901639,medium
0.98,0.57,3,198,3,0,0,0,sales,0.008636364,medium
0.72,0.65,5,151,3,0,0,0,sales,0.021523179,medium
0.49,0.69,2,188,4,0,0,0,sales,0.007340426,medium
0.15,0.85,3,199,2,0,0,0,sales,0.01281407,medium
0.57,0.96,4,257,3,0,0,0,sales,0.014941634,medium
0.21,0.81,4,144,4,0,0,0,sales,0.0225,medium
0.81,0.66,3,181,2,1,0,0,sales,0.010939227,medium
0.93,0.59,5,172,3,0,0,0,sales,0.017151163,medium
0.82,0.97,3,244,5,0,0,0,sales,0.01192623,medium
0.76,0.51,4,242,3,0,0,0,sales,0.008429752,medium
0.97,0.5,3,225,2,0,0,0,support,0.006666667,medium
0.99,0.75,4,208,2,0,0,0,support,0.014423077,medium
0.96,0.82,4,274,3,0,0,0,support,0.011970803,medium
0.24,0.7,5,147,6,1,0,0,support,0.023809524,medium
0.45,0.39,2,167,3,0,0,0,support,0.004670659,medium
0.74,0.96,4,154,4,0,0,0,support,0.024935065,medium
0.6,0.98,4,195,3,0,0,0,support,0.020102564,medium
0.67,0.56,3,237,4,0,0,0,support,0.007088608,medium
0.57,0.99,4,222,2,0,0,0,support,0.017837838,medium
0.87,0.71,5,145,4,0,0,0,technical,0.024482759,medium
0.25,0.83,3,257,5,1,0,0,technical,0.009688716,medium
0.98,0.84,3,286,4,0,0,0,technical,0.008811189,medium
0.56,0.7,3,214,2,0,0,0,IT,0.009813084,medium
0.75,0.96,3,138,2,0,0,0,IT,0.020869565,medium
0.5,0.77,3,166,3,0,0,0,IT,0.013915663,medium
0.61,0.92,4,159,5,0,0,0,IT,0.023144654,medium
0.84,0.41,6,255,6,1,0,0,sales,0.009647059,medium
0.81,0.8,4,229,2,0,0,0,sales,0.013973799,medium
0.81,0.69,5,134,2,0,0,0,sales,0.025746269,medium
0.5,0.75,5,255,3,0,0,0,sales,0.014705882,medium
0.78,0.68,5,189,3,0,0,0,sales,0.017989418,medium
0.76,0.74,3,183,3,0,0,0,sales,0.012131148,medium
